timestamp,price
2022-01-01,1.000430619
2022-01-02,1.0049661491
2022-01-03,1.0003279954
2022-01-04,1.0008293667
2022-01-05,0.9998077876
2022-01-06,1.0015449557
2022-01-07,1.0005977338
2022-01-08,1.0022072715
2022-01-09,0.9994029448
2022-01-10,1.0005933471
2022-01-11,1.0007153854
2022-01-12,0.9998590607
2022-01-13,1.0014087269
2022-01-14,1.000221484
2022-01-15,1.0008576323
2022-01-16,1.000121237
2022-01-17,0.9997303949
2022-01-18,1.0024061834
2022-01-19,0.9996010732
2022-01-20,0.9987928148
2022-01-21,1.0002063531
2022-01-22,1.002901645
2022-01-23,1.00407974
2022-01-24,1.0050951569
2022-01-25,1.0009858721
2022-01-26,1.0027546097
2022-01-27,1.000836377
2022-01-28,1.0025949195
2022-01-29,1.0003506016
2022-01-30,1.0031210946
2022-01-31,1.0007130268
2022-02-01,1.0010944391
2022-02-02,1.0006513882
2022-02-03,1.0008908162
2022-02-04,1.0018205293
2022-02-05,1.0109247319
2022-02-06,0.9984807417
2022-02-07,1.0016139883
2022-02-08,0.9991344731
2022-02-09,1.0009916194
2022-02-10,1.0013323797
2022-02-11,1.0019474373
2022-02-12,1.0003195479
2022-02-13,1.0008991098
2022-02-14,1.0002074575
2022-02-15,0.9999529954
2022-02-16,1.0000372537
2022-02-17,0.9989945015
2022-02-18,0.9993043308
2022-02-19,1.0007035124
2022-02-20,1.0024519527
2022-02-21,1.0016246907
2022-02-22,1.0016619796
2022-02-23,0.9997218294
2022-02-24,1.0004966672
2022-02-25,1.0008244235
2022-02-26,1.0013726671
2022-02-27,1.0025797639
2022-02-28,1.0024356061
2022-03-01,1.0005005775
2022-03-02,1.0005139116
2022-03-03,0.9996553709
2022-03-04,0.9993073172
2022-03-05,1.0001582515
2022-03-06,1.0011706273
2022-03-07,0.9999293399
2022-03-08,0.998568696
2022-03-09,1.0000849056
2022-03-10,0.9999741333
2022-03-11,1.000323085
2022-03-12,0.9992508426
2022-03-13,1.0003452289
2022-03-14,1.0010941313
2022-03-15,1.0007202201
2022-03-16,0.9998504695
2022-03-17,0.9999267675
2022-03-18,1.000661743
2022-03-19,1.0001809569
2022-03-20,0.9998901532
2022-03-21,0.9995387481
2022-03-22,0.9990389697
2022-03-23,0.9995525569
2022-03-24,0.9988846681
2022-03-25,1.0002616764
2022-03-26,0.9991693697
2022-03-27,0.9992760087
2022-03-28,1.0006601159
2022-03-29,0.9993075321
2022-03-30,1.001090889
2022-03-31,1.0078603676
2022-04-01,1.0075398704
2022-04-02,1.0055911087
2022-04-03,1.0032681375
2022-04-04,1.0010914974
2022-04-05,1.0004016879
2022-04-06,0.997993631
2022-04-07,1.0014919605
2022-04-08,0.9965315375
2022-04-09,0.9983373653
2022-04-10,1.0013035145
2022-04-11,0.9977366828
2022-04-12,0.9978439586
2022-04-13,0.9975094854
2022-04-14,1.0000578524
2022-04-15,0.9994327863
2022-04-16,0.9999587068
2022-04-17,0.9978280022
2022-04-18,0.9998454945
2022-04-19,0.9991704091
2022-04-20,0.9994108245
2022-04-21,0.9988019644
2022-04-22,0.9993429689
2022-04-23,0.9994630212
2022-04-24,1.001052106
2022-04-25,0.999203836
2022-04-26,0.9994745287
2022-04-27,0.9979337197
2022-04-28,0.9975890704
2022-04-29,0.9985310296
2022-04-30,0.9973827292
2022-05-01,0.9979603621
2022-05-02,0.9982434801
2022-05-03,0.9983558256
2022-05-04,0.9984317941
2022-05-05,0.999947671
2022-05-06,0.9992701839
2022-05-07,0.9970394903
2022-05-08,0.9972543032
2022-05-09,0.9994690175
2022-05-10,0.9992029244
2022-05-11,0.9994516065
2022-05-12,1.0005203704
