timestamp,price
2022-01-01,0.9985822068
2022-01-02,1.0056235945
2022-01-03,1.000483441
2022-01-04,1.0009629642
2022-01-05,0.9986834481
2022-01-06,1.0030243967
2022-01-07,1.0011714416
2022-01-08,1.0020948042
2022-01-09,0.9976930895
2022-01-10,0.9994756682
2022-01-11,1.0010964178
2022-01-12,1.0004184134
2022-01-13,1.0009724442
2022-01-14,0.9994785133
2022-01-15,1.0008938666
2022-01-16,0.999764362
2022-01-17,1.0003035123
2022-01-18,1.002109407
2022-01-19,1.000021974
2022-01-20,0.9989611725
2022-01-21,1.0000747518
2022-01-22,0.9992637308
2022-01-23,1.0025120296
2022-01-24,0.9999797823
2022-01-25,1.0052319388
2022-01-26,1.0014279659
2022-01-27,1.0016301524
2022-01-28,1.0070379319
2022-01-29,1.0018345701
2022-01-30,1.0031558349
2022-01-31,1.0018702556
2022-02-01,1.0016174186
2022-02-02,1.0014445868
2022-02-03,1.0019361691
2022-02-04,1.0014022129
2022-02-05,1.0055295028
2022-02-06,1.0004555914
2022-02-07,1.000352332
2022-02-08,1.0012987623
2022-02-09,1.0014548302
2022-02-10,1.0011743071
2022-02-11,1.0016565675
2022-02-12,1.0020449626
2022-02-13,1.0020008637
2022-02-14,1.0011599949
2022-02-15,1.0011559666
2022-02-16,0.9995509977
2022-02-17,1.0007566554
2022-02-18,1.0010632836
2022-02-19,1.0004173027
2022-02-20,1.0023439556
2022-02-21,1.0010460395
2022-02-22,1.0019240318
2022-02-23,0.9995265691
2022-02-24,1.0019596617
2022-02-25,1.0011559241
2022-02-26,1.0024861623
2022-02-27,1.0024715029
2022-02-28,1.0025360426
2022-03-01,1.0001039996
2022-03-02,0.9993903527
2022-03-03,1.0012250062
2022-03-04,1.0009026478
2022-03-05,1.0015430893
2022-03-06,1.00163834
2022-03-07,1.0009572741
2022-03-08,1.0000550865
2022-03-09,1.0001625225
2022-03-10,1.0001962064
2022-03-11,1.0009914733
2022-03-12,0.9995716449
2022-03-13,0.9999665056
2022-03-14,1.0007095097
2022-03-15,0.9997050107
2022-03-16,1.0002701882
2022-03-17,1.0008959695
2022-03-18,1.0011828848
2022-03-19,1.0013238154
2022-03-20,1.0002337243
2022-03-21,0.9997056645
2022-03-22,1.0002161568
2022-03-23,0.9996097475
2022-03-24,0.9983480266
2022-03-25,0.9996152844
2022-03-26,0.9997329751
2022-03-27,0.9995156909
2022-03-28,0.9987822979
2022-03-29,0.9977101903
2022-03-30,0.999741522
2022-03-31,0.9993940567
2022-04-01,1.0008077953
2022-04-02,1.0002796048
2022-04-03,0.9996445748
2022-04-04,1.0006892086
2022-04-05,1.0005960915
2022-04-06,1.0008745207
2022-04-07,0.9997690802
2022-04-08,1.0002149313
2022-04-09,1.0008544368
2022-04-10,1.0006291587
2022-04-11,1.0009235375
2022-04-12,1.0009510266
2022-04-13,1.0015217695
2022-04-14,1.0015691778
2022-04-15,1.0012285369
2022-04-16,1.0005182605
2022-04-17,1.0009584477
2022-04-18,1.0008919376
2022-04-19,1.0007810191
2022-04-20,0.9996658533
2022-04-21,0.9999946212
2022-04-22,1.0006163242
2022-04-23,1.0001412687
2022-04-24,1.0010142684
2022-04-25,1.000218593
2022-04-26,1.0001622568
2022-04-27,1.0005013171
2022-04-28,0.9998493401
2022-04-29,0.999653786
2022-04-30,1.0012216169
2022-05-01,1.0032689168
2022-05-02,1.001379062
2022-05-03,1.0005221894
2022-05-04,1.0010901512
2022-05-05,0.9996788744
2022-05-06,1.0003777855
2022-05-07,1.0007634263
2022-05-08,1.0016308475
2022-05-09,1.0017268923
