timestamp,price
2022-01-01,0.9993700114
2022-01-02,1.0045838468
2022-01-03,1.0017286586
2022-01-04,1.0021535526
2022-01-05,0.9999623798
2022-01-06,1.0027253963
2022-01-07,0.9999307222
2022-01-08,1.0034421581
2022-01-09,0.9979787959
2022-01-10,1.0028566735
2022-01-11,1.0010705134
2022-01-12,0.9996134357
2022-01-13,1.0014295911
2022-01-14,1.0006192537
2022-01-15,0.9991799307
2022-01-16,0.9994190944
2022-01-17,1.0001707532
2022-01-18,1.0014080129
2022-01-19,0.9998180801
2022-01-20,0.9974955523
2022-01-21,1.0016078493
2022-01-22,1.0024367184
2022-01-23,1.0046806253
2022-01-24,1.0030098942
2022-01-25,1.0038969491
2022-01-26,1.0018360098
2022-01-27,1.00140645
2022-01-28,1.004023938
2022-01-29,1.0014095947
2022-01-30,1.0020260174
2022-01-31,1.0003150219
2022-02-01,1.0013154112
2022-02-02,1.0017185469
2022-02-03,1.0012885373
2022-02-04,1.0008360791
2022-02-05,1.0043456921
2022-02-06,0.9998959242
2022-02-07,1.0007135241
2022-02-08,1.0003576
2022-02-09,1.0020578455
2022-02-10,1.0012159232
2022-02-11,1.0024054293
2022-02-12,0.9999906346
2022-02-13,1.0019201952
2022-02-14,1.0007838522
2022-02-15,1.0000293207
2022-02-16,0.9992287153
2022-02-17,1.0000141884
2022-02-18,0.9991588009
2022-02-19,1.0005105547
2022-02-20,1.0029368647
2022-02-21,1.0004433221
2022-02-22,1.000671486
2022-02-23,0.9993246777
2022-02-24,1.0004650006
2022-02-25,1.001120958
2022-02-26,1.0003098868
2022-02-27,1.0023674793
2022-02-28,1.0015626117
2022-03-01,1.0007604525
2022-03-02,1.0005158142
2022-03-03,0.9998868153
2022-03-04,0.9988709688
2022-03-05,0.9998674881
2022-03-06,1.0015383614
2022-03-07,1.0006551097
2022-03-08,1.0000864646
2022-03-09,0.9997318603
2022-03-10,1.0001374833
2022-03-11,1.0000970973
2022-03-12,0.9982997975
2022-03-13,0.999818079
2022-03-14,1.0014037768
2022-03-15,0.9996745385
2022-03-16,0.9983274585
