timestamp,price
2024-09-24,1.0163450069
2024-09-25,1.0163450069
2024-09-27,1.0395497116
2024-09-28,1.0388097559
2024-09-29,1.0399720425
2024-09-30,1.0376134424
2024-10-01,0.998389753
2024-10-02,0.9627204908
2024-10-03,0.9581864031
2024-10-04,0.9607686022
2024-10-05,0.9810835694
2024-10-06,0.9808783361
2024-10-07,0.9928115714
2024-10-08,0.9836534253
2024-10-09,0.9834040695
2024-10-10,0.9610186167
2024-10-11,1.0028767552
2024-10-12,1.0012605889
2024-10-13,0.9961946409
2024-10-14,0.9945975571
2024-10-15,1.0234609727
2024-10-16,0.9983170031
2024-10-17,1.0058624063
2024-10-18,0.9994251149
2024-10-19,0.9987591146
2024-10-20,0.9965629027
2024-10-21,1.0097380445
2024-10-22,0.9950166583
2024-10-23,1.0014702101
2024-10-24,0.9952745879
2024-10-25,1.0066690505
2024-10-26,1.0048657378
2024-10-27,0.995651066
2024-10-28,0.9989191084
2024-10-29,1.0265253799
2024-10-30,0.9972615489
2024-10-31,1.0010997269
2024-11-01,0.9941408815
2024-11-02,1.0007975957
2024-11-03,1.0002640243
2024-11-04,0.9999602387
2024-11-05,0.9993038644
2024-11-06,0.9946311242
2024-11-07,0.9999938128
2024-11-08,1.0009298499
2024-11-09,0.9949008048
2024-11-10,0.9981409408
2024-11-11,1.003358362
2024-11-12,0.9963357855
2024-11-13,0.9993510711
2024-11-14,1.0013271995
2024-11-15,0.9989856759
2024-11-16,0.9945621155
2024-11-17,0.9961957574
2024-11-18,0.982768832
2024-11-19,0.9958832612
2024-11-20,0.9980044191
2024-11-21,1.0018080831
2024-11-22,0.9981253141
2024-11-23,0.9918244115
2024-11-24,0.9999238727
2024-11-25,0.9992000168
2024-11-26,0.9988106359
2024-11-27,1.0007160202
2024-11-28,0.999095689
2024-11-29,1.0005187355
2024-11-30,1.0005635952
2024-12-01,1.0003194603
2024-12-02,0.9979478352
2024-12-03,0.9971589991
2024-12-04,1.0009608667
2024-12-05,0.999923667
2024-12-06,1.0020390931
2024-12-07,0.9999733903
2024-12-08,0.9973459853
2024-12-09,1.0007899141
2024-12-10,0.9991657188
2024-12-11,0.9992764006
2024-12-12,0.9960071604
2024-12-13,1.0003358193
2024-12-14,0.9998614356
2024-12-15,0.9999136345
2024-12-16,0.9991927272
2024-12-17,0.9996662336
2024-12-18,1.0005050852
2024-12-19,1.001251694
2024-12-20,0.9994828936
2024-12-21,1.0009231452
2024-12-22,0.9985277079
2024-12-23,0.9993245236
2024-12-24,0.9974663033
2024-12-25,1.0010719914
2024-12-26,1.0027500873
2024-12-27,0.9988885464
2024-12-28,1.0001110514
2024-12-29,0.9984186632
2024-12-30,1.0006334485
2024-12-31,1.0007876038
2024-12-31,1.0007876038
2025-01-01,1.0005535408
2025-01-02,1.0006139648
2025-01-03,1.0002385455
2025-01-04,0.9995838656
2025-01-05,1.0000321362
2025-01-06,1.0000730676
2025-01-07,0.9999003564
2025-01-08,0.9994240006
2025-01-09,0.9986400744
2025-01-10,0.9992098628
2025-01-11,0.9981913941
2025-01-12,0.9992405176
2025-01-13,1.0009213463
2025-01-14,1.0014246801
2025-01-15,0.9986333473
2025-01-16,0.9998346091
2025-01-17,1.0007954041
2025-01-18,1.0009113437
2025-01-19,1.0013207419
2025-01-20,1.0039064588
2025-01-21,0.998309172
2025-01-22,1.0015147017
2025-01-23,1.0000737044
2025-01-24,0.9983452919
2025-01-25,1.0002794192
2025-01-26,0.9997706733
2025-01-27,0.9976761062
2025-01-28,1.0009363159
2025-01-29,1.0023041309
2025-01-30,0.9990248289
2025-01-31,1.0004076537
2025-02-01,1.0027691182
2025-02-02,1.000863856
2025-02-03,1.0003624419
2025-02-04,0.9992544931
2025-02-05,1.0013729238
2025-02-06,1.0001671792
2025-02-07,0.9998818261
2025-02-08,0.9989554271
